,lyrics,genre
2558,"you know what time it is, nigga and you know who the fuck this is danger, danger get on the floor the nigga right here, sing it been so long (sing it) since the heat's been on so please (get on the floor) show me (the nigga right here) what it is that you want to see go tell the dj to put my shit on i'm keeping the niggas and bitches in here jumpin' from the minute i get on taking they shirt off, showing they tattoos screaming and hollering and all got the gift to come up with it, put it together deliver it, make them feel it, bitch, i been on sharp like they pulled me out the pencil sharpener bad like that student in the principal office put rappers in coffins, they dive like dolphins i'm the damnedest lyrical marvel you come across often so watch yourself or fuck around and get beside yourself, i know go 'head, though, bounce them titties shake that ass, drop that pussy but stay in line, ho fuck a can't, cause you can-can cocked up, head down, pussy popping on a handstand leave that pussy smoking if you gon' do something, then bend over and bust that pussy open (damn, woo) been so long (get up) since the heat's been on (come on, woo) so please, show me (get on the floor, the nigga right here) what it is that you want to see (sing it) been so long (sing it) since the heat's been on (sing it) so please, show me (look) what it is that you want to see my fucking concert line around the corner parking cars, niggas fitted, bitches, nothin' on 'em you looking good, mama, why, psh what's up, homie? sirens, limousines and the club owner, ya bitch, you if you late, ain't no getting in this bitch 'cause it's filling up inside packed from the floor to the ceiling up the building ain't big enough i'm backstage bouncing, adrenaline building up the pussy cutter, did i stutter? the heart flutter, make your woman drawers melt like butter go down like nelly, i'm hype like belly the rhyme seller, kick ass like jim kelly stand up, wild out, boot up and frown tell a nigga if he wanna try it then, bitch, come on down no sweat, no blood, no tears and if i tell you it's the shit, then bitch, that's what it is been so long (sing) since the heat's been on (say what?) so please, show me (get on the floor, the nigga right here) what it is that you want to see (sing it) been so long (sing it) since the heat's been on (say what?) so please, show me (get on the floor, what? the nigga right here) what it is that you want to see (what?) danger (talking 'bout) danger (motherfucker, look) get on the floor the nigga right here, fuck it danger (motherfucker), watch your back danger (look, look), nigga, what? (look, look) get on the floor (what?) the nigga right here, get 'em up (what?), danger been so long (what? what? what? sing it, danger) since the heat's been on (what? what? what? what? what?) so please, show me (get on the floor) what it is that you want to see (the nigga right here, sing it) been so long (danger) since the heat's been on so please, show me (get on the floor, the nigga right here) what it is that you want to see (sing it) danger danger get on the floor the nigga right here, sing it danger danger get on the floor the nigga right here, huh this is my motherfuckin' flow",Hip-Hop
2559,"yeah my name buzzin', ain't no way you could ignore it i did not come this far so they could ignore me i am not the one to say, ""i'll do it in the mornin'"" i'd rather get it done, don't focus on what's not important they try to talk to me like they been nothin' but supportive appreciate the love, but do not show up on my doorstep if you ain't about that real, i suggest that you avoid me if we ain't on the same page, that's the end of story, ah! hey, you are not a baller 'cause your closet's full of jordan's you are not a rich man 'cause you're on the forbes list first, i dropped a record, then you know i gotta tour it real's still the slogan, only difference is there's more of us the story of my life feels like it's just beginnin' now i ask you a question, i want answers, not the run-around you the one that brought it up, but i'm the one to shut it down if you ain't got the album yet, i brought you one, i'm at your house hey!  all i see is green lights all i see is green lights all i spit is real life bet you don't know what that's like (huh?) all i see is green lights, woo all i see is green lights, yeah all i spit is real life i bet you don't know what that's like  yeah i know where i'm goin', i don't let no one distract me i don't need directions from nobody in the back seat i don't need these people in my corner tryna gas me i'd rather have people in my corner tryna check me yeah, i walk off the bus a different city than the last week let the fans speak, they gon' tell you 'bout the past me if i'm bein' honest, last year i was in a bad place wouldn't say i'm out of it, but don't feel like i can't be, ah! who you know droppin' clean records, but they nasty? i was made for this, i could tell when mama had me i hopped right off the table, told my doctor, ""i ain't average."" he asked me, ""what does that mean?"" i told him, ""get the pen and pad, please."" who'd a known i'd write something that could change lives? i don't think y'all fully understand the way you changed mine i look at the future that's in front of me with both eyes three records, three years, i don't like to waste time oh yeah!  all i see is green lights, yeah all i see is green lights, haha all i spit is real life (real life) bet you don't know what that's like (you don't know!) all i see is green lights (green lights), woo all i see is green lights (green lights), yeah all i spit is real life (oh!) i bet you don't know what that's like (no!)  haha all i see is—green lights! yeah oh my!",Hip-Hop
2560,"look, baby, listen, them hoes was lying here take a tissue, don't like you crying i wouldn't cheat bae, you're just to perfect i cannot lose you, it's just not worth it  i know they tweeting, them hoes is capping i thought i told you, ain't nothing happen i never want you to sit there clueless baby, i love you, i thought you knew this  stop getting angry, stop all the madness we meant to be, look how long we lasted sadness, i ain't eat in days like i'm fasting blasted, i wannna be with you 'till my casket  i'm just disappointed in your actions then you get upset in my reactions to be honest babe i'm just passing we were doing straight and now we're slanted  i want you in my life, girl, fuck a solo the arguments and fights i can't do it no more you asked ""am i alright?"" and i really don't know you said i can be replaced, baby, that's a low blow  i want you in my life, girl, fuck a solo the arguments and fights i can't do it no more you asked ""am i alright?"" and i really don't know you said i can be replaced, baby, that's a low blow  baby, i understand your mental, i need you to know i got work to get done, i got the shows on the road secure the bag so we can take a trip to italy i know i'm a pain, so i'm confused, so why you into me  i guess this is love and i'm certain that it is i see you got baby fever, one day we should have some kids we in love, why we fighting, we just need to face it it's a marathon, you last longer when you pace it  i just want you to know i just want us to grow when we'd been fighting i feel so low, tho are we gon' last? i don't know no more i don't know no more put your foot on the gas fuck a stop sign, go i think we thinking too much let's just go with the flow  i want you in my life, girl, fuck a solo the arguments and fights i can't do it no more you asked ""am i alright?"" and i really don't know you said i can be replaced, baby, that's a low blow  last verse was before the breakup still wondering if we gon' make up can't sleep girl, nah, i gotta stay up i miss the nights when we used to cake up  used to text ""good morning"" now i get a gm washed up rappers in your fucking dm still wondering if you went to see him stayed out 'till the morning after fucking p.m.  you got back in the morning, i'm talking six in the morning our connection got boring you gon' make me glow up and go and cop me a foreign you've been sleeping on me lately, girl, it sound like you snoring  used to be my baby, now i call you my ex them basketball players only want you for sex them internet niggas look at you as a check girl i loved your ass to death, treated you with respect  took you to the islands, girl, that came from the heart i ain't really feel the love, i was doing my part it's a whole list of shit, i don't know where to start go and find another man, girl, you cute and you smart",Hip-Hop
2561,"oh, oh oh, oh  hate me or love me i won't understand she playing wit' daisies i'm playing in france love a jigga cause his name is parris used to hate it but god had other plans black star i ain't wearing a dress only say it if you mean whatchu saying mama taught me you just throw up a prayer i'm going live i'll throw you a grand hate me or love me i won't understand she playing wit' daisies i'm playing in france love a jigga cause his name is parris used to hate it but god had other plans black star i ain't wearing a dress only say it if you mean whatchu saying mama taught me you just throw up a prayer i'm going live i'll throw you a grand  fly out the streets he just gave me some wings hope i land on my feet they praying i break thin line 'tween love and hate (hate) i spy that they all afraid ('fraid) it's p, young slick the wave (wave) diss me i'ma fix the cape (cape) ice cold i could win it today (day) eyes closed bow my head and pray (pray) lord come and take me, the hood couldn't break me i bossed up in time (bossed up in time) love all my bruddas we flossed up from rhyming (rhyming) i got patience it's all in his timing (timing) i been blessed wit' intelligence foot on they neck gimme space this impeccable vibin' (vibin') on my neck i'ma keep me some diamonds (diamonds) 'cause my skin could keep me from shining (yeah) tell me what happen to real love you would do anything to feel love i was worried but now it's above me did me dirty you tried burn me i remember them times a blur to me called me ugly like it was a slur to me don't want you near me i can't have you flirting wit' me cause you been a burden to me, yeah  hate me or love me i won't understand (p) she playing wit' daisies i'm playing in france love a jigga cause his name is parris used to hate it but god had other plans black star i ain't wearing a dress only say it if you mean whatchu saying mama taught me you just throw up a prayer i'm going live i'll throw you a grand (throw you a grand) hate me or love me i won't understand she playing wit' daisies i'm playing in france love a jigga cause his name is parris used to hate it but god had other plans black star i ain't wearing a dress only say it if you mean whatchu saying mama taught me you just throw up a prayer i'm going live i'll throw you a grand (throw you a grand)  oh, oh oh, oh  hate me or love me i won't understand she playing wit' daisies i'm playing in france love a jigga cause his name is parris used to hate it but god had other plans black star i ain't wearing a dress only say it if you mean whatchu saying mama taught me you just throw up a prayer i'm going live i'll throw you a grand hate me or love me i won't understand she playing wit' daisies i'm playing in france love a jigga cause his name is parris used to hate it but god had other plans black star i ain't wearing a dress only say it if you mean whatchu saying mama taught me you just throw up a prayer i'm going live i'll throw you a grand  oh, oh ooh, ooh, ooh oh, oh",Hip-Hop
2562,"you can hear it bumpin through the door  it's a party jumpin on the floor  and from the way it sound it ain't no doubt (whassup?)  that the west coast is in yo' mouth  yea, yea  it's all gravy, petty cash never fades me  so po' me a shot of 'gnac and purple haze me  i'm a hustler, gettin cash like crazy  hard grindin pays me, work ethic is never lazy  block hugger, the hood raised me  and she, won't be happy 'til she lays me  no, you never seem to amaze me  so the cheap shot you took at me never even grazed me  my name sparkin like a street king  cause i mixed, the hoo-bang thing with the ""; bling bling"";  a whole lot of haters out there it seem  but i flip 'em all off and keep doin my thing  i'm a boss about, when i inglewood swing  rocked out from my ear down to my pinkie ring  now ding ding - let the bell ring  and if it's drama you want, then it's drama i bring, sing  meanwhile i be indeed  and i can still see the hate in yo' eyes, hate in yo' eyes  cause i'm livin like a g you intrigued  and i can still see the hate in yo' eyes, hate in yo' eyes  never trippin cause it ain't nuttin to me  but i can still see the hate in yo' eyes, hate in yo' eyes  hah, hah, hah - i can see the hate in yo' eyes, hate in yo' eyes  look - you local cats is just small potatoes  no names, cause this addressed to all the haters  from the 'wood, there is none greater  mack the headliner and y'all are spectators  remember ""; foe life?""; i put the 'wood in it  and looked out for you when your own hood didn't  and plus you forgot who was payin your bills  duced you to the game and gave you a deal  for me good livin, y'all independently rhymin  you got the hustle game backwards, you nickle and dimin  oh hip-hop classics? i make 'em and got 'em  and yo' group, ain't been heard of past the bottoms  i can't go to my turf, and mingle with my g's  i got one word to say about that one - what? please  chickenhawks, y'all ain't worth a feather in my wing  and all this hatin just let me know i'm doin my thing, sing  hoo-bang, hoo-ride  all day, all night  throw dubs, up high  westside, foe life  now tell me, is it the deuce-ones on the bentley?  the lowriders, the mansions, is that why you resent me?  smile in my face, and act so friendly  walk away with hate and a heart full of envy  say bruh, what part of the game is that?  you got ways like a dame and how lame is that?  actin like a groupie around famous cats  and it's strange, you don't have no shame in that  i got your card playboy, but i ain't trippin  you know me, i just roll with the punches and keep it pimpin  get dough by bunches, donatin and tippin  let it ride on the harley, and six-fo' dippin  stay real about my scrill if you know what i mean  i'm like a leprechaun, i want nuttin but green  avoid the haters, and for the party scene  copped a rock from the d-r to make the head ring, sing  - repeat 2x  mack one-oh, hoo-bangin' foe life! and it don't quit  take a picture trick; yeah, take a picture trick, yea  it might make ya rich. wessssyde ri-ders, bay-bay!!  uh, uh, uh, uh, uh, uh, uh, uh",Hip-Hop
2563,"it's that nighttime, opposite of nickel and dime, prime suspect i'm not upset you copy that style of mine i smile at you mimes you tryna be like that motherfuckin' shadow of mine it's just a matter of time until i grab the 9 now watch my brain matter splatter and shine shatter what matters what's all that clatter? that's the sound of my pockets gettin' fatter lickin' the batter, i'm 'bout to bake a cake for fuck's sake, all you fuckboys need to learn from your mistakes go jump in a lake with a brick tied to your foot burnin' these boys, bitch i'm black from the soot they all wanna sound like us (bitch) they all wanna act like us (bitch) they all tryna look like us (bitch) even tryna rap like us (bitch) talkin' that triple six (bitch) talkin' that devil shit but be careful what you say and be careful where you play because everyone know i sold my soul for this shit, ho you can keep your remix soundin' more shitty than a pre-mix $uicide comin' with the new sound it's all the same shit in this town don't even see your name in the newsfeed how you think you gonna go and affect me? bass in the trunk, song in your head the reason the people be claimin' they dead fuck your life and your pipe dream might wanna watch what you say, bitch hop off the dick and go try and figure out how to get more than 300 plays, bitch you been working for the man doing all that you can i been fucking bitches i been flexing dirty vans who's your favorite rapper? bet i'm serving them murder them cause i ain't ever heard of them you a bitch you ain't shit but a fucking lick you ain't qualified to wash my mother fucking dick? mother fucker like me can't be taught mother fucker like me can't be bought come fucking with me and i'll take you off claiming who it be but your ass is soft coming straight off of the block there when the shit got hot coming straight from where you not come round here bet your ass get dropped came straight from the drug dealers came straight from the cap peelers came straight from the real killers leave you wrapped up like caterpillars",Hip-Hop
2564,"fuck 'em, let the law end 'cause we simply get the raw end coffins open, dump 'em all in  nine millimeters, three-eighty's you're feelin' me kill 'em, 'cause i go with plenty artillery come and get showed, there'll be gauges and uzis let us begin with bullets can't none of ya break off a niggas from prison and let 'em come with us - retaliation we come and blast 'em with leather masks on let loose  you need beware when your rollin' down the clair these niggas is killas, try to feel us thuggish ruggish niggas from cleveland we steadily creepin' on ya and you better believe that we bring that pap-pap to your doorstep ho-check, you don't wanna fuck with bone let loose  nigga, bulletproof, if a muthafucka pull it then he better shoot nigga never no 9-1-1 to your rescue never repsect you, blowin' your chest through labelled as a menace, but i'm feelin' it again and i'm in it to the finish, better check my manuscript killa, for realer, drugdealer, little nigga, cap peeler bailin' through the land equipped when i grips the grip, pump, shot it, shot it jump off in my hottie nigga lodi dodi, rollin' through your party fin to show you this mo thug bomber, yeah  when i storm my cause up outta domes, get me, badge war anytime i roll come with the war, then you're gonna get yours expect the four nigga ring yo doors and don't you diminish til i finish you with it or you would missed it on the hit list, couldn't resist it nigga, you risk it, here to stick with it to the po-po, you know; who don't roll in a sixty-fo' impala go lurk, better searchin' all the doors runnin' through crouds 'til i get to mexico go, nigga, bizzy bone, the story of a warrior with talent little rip gets so sadistic it's story of (story of story of)  killin' for my niggas steady got up in the pen depend on me, let 'em leave well, we better flee, set 'em all free, give up the game but i love the way the thugstas stay and when our niggas really get to poppin' at the cops you'll be lookin' at a hell of a war muthafucka done rocked the boat and we nigga fin to even the score nigga drank to much, took to much no surrender, no you're never gonna catch me never gonna catch me, catch me i'll keep runnin', i'll keep runnin' for my life and duckin' bullets while you're tryin' to ruin me 'quicker the copper the quicker my niggas'll pull up and drop ya we shot ya we shot ya hey, my niggas boxed ya  my nigga, we all in together in position for the maulin' pac got his got headlight ahead of me keep me raw, and fuck it, let the law end open the coffin, top locked, let the body fall in quit doggin' all the juice, runnin' loose for my crew oh, what i'm gonna do is take a bite of the forbidden fruit and never seen us shoot if i could be the 187 on you flesh-n-bone got the chrome, and it's on for the next that get wrong here's my tec, and it's on, they they won't disrespect then sleep with the rest don't even expect, 'cause you ain't goin' home who's next? bring it on, whoever wanna flex think it no thang for me get with you all up in your shit, quick when i split up your wig your brain gon' hang  fuck 'em, let the law end 'cause we simply get the raw end coffins open, dump 'em all in",Hip-Hop
2565,"hey rvssian do you remember when i met you in the summer? sipping wine, we talked for hours through the night and you asked me if i'd like to know your number for me to call and say that i got home alright but oh, it felt so deep i had a lot on my mind i wasn't ready to find you 'cause i was so naive i do this every time i wish that i could rewind it are we a drop in the ocean? oh oh, i know that i let you down all along i was searching for something new oh-oh, and i should've been there right next to you uh-uh-uh, i should've been there right next to you i should've been there right next to you do you remember all the cold nights in the winter? we drove for hours so that we could be alone and i've been making up excuses just to call ya you told me you'd be waiting, standing by the phone (yeah-yeah) but oh, we fell so deep i had a lot on my mind i wasn't ready to find you 'cause i was so naive i do this every time i wish that i could rewind it are we a drop in the ocean? oh (are we?) oh, i know that i let you down (let you down, let you down, yeah) all along i was searching for something new oh-oh, and i should've been there right next to you uh-uh-uh, i should've been there right next to you i should've been there right next to you i should've been there right next to you cuando te acuerdes esa noche junto al mar hacieno cosa' que no pudiste olvidar yo sé que contigo me portaba muy mal pero nunca imagine que llegaría el final sabe' que quiero tenerte a mi lado sabe' que también a mí estás acostumbrado olvida los errores del pasado i should've been right next to you",Hip-Hop
2566,"누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  microdot, half the yox  and one bad man, i'm a 나쁜 남자  i should go first, 내가 먼저 해야지  덤파형은 바쁘니깐  i wear my beanies like gil from leessang  피쳐 할 때는 진짜 비싸  but these my bros from west to east side  if you ain't my bro then fuck the peace sign  like 가위바위보  your bitch got my wifi code  im rich bitch my life dope, yeah  lit like a night light, 잘자  nothin' like a nightlife, quite like seoul  all of my bitches they stay out in sinsa  i switch up the girls 들을 이차  drop 'em all off in a 빈 차애  90 degrees when they 인사  kick it with nothing but real heads  cause i ain't got time for no bullshit  bottom of shoes lookin' real red  like 아저씨 drinkin' at 술집  i got a visa from here to ibiza  we puttin' in work, work, work  rock paper scissors, i guess i'm the winner  so let me go first, 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  i took a red eye  and landed, showered  then met up with micro, dummy, got 배달  and jumped in the rover, then sped up to cheonho  jessi came through the studio  and turned it into mother fuckin' 1oak  yall know, my wells fargo lookin'  like a 한국 전화번호 (digits)  bad rap, we the illest independent homie, that's that  master of ceremony, bring the cash back  pound a 40 like a hashtag  step to us get ur ascap'd  big numbers when i do that show  i-95 how i move that dope  i got drive, ny to seoul  it's the yox for the few that know  yeah, rollin' with the yox  we the best it gets lonely on the top  no stress cuz' i'm homies with the dot  no rest, 넌 벌써 졸리냐  weak boy  lemme set it straight, lemme educate  lemme give a taste, let me embed it inside of your mind  so every time you hear me sayin' that i'm one of the greats  i'm not sayin' it to finish a rhyme motherfucker  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보  from buses to drivin' that rove  mom now drippin' and cookin' in gold  makin' that music and bakin' that soul  cake, cake, cake, so much cake  we could run a baking sale  ak, ak  that's that auckland city lifestyle  that's game boy, that major league  self-made, no lottery  40,000 feet up in the air (up in the air)  no economy  going coast to coast, to shows to shows  don't mean to brag and boast my nose  my success came with no strings  attached, i'm my own boss  talkin' bout bars, no snickers  and no not the one under my zippers  i cut and paste, and rearrange man  i go dumb dumb with my lyrics  bitches be bitchin and jealousy be hittin'  them kittens like the kardashians  내가 뭘 하고 어딜 가던  얼마 벌고 어디애다 쓰건  don't worry bout me, i'm makin' a livin'  nothin' came free, nada was given  young fat boy straight outta new zealand  feelin' good vibes, dumb, rick and million  about to play a game, rock paper scissors  three dope boys, yes we the trillest  no new friends, this is family business  oh, and my sister, jessi  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  누가 먼저 가위바위보, 누가 먼저 가위바위보  가위바위보, 가위바위보, 가위바위, i said  가위바위보, 가위바위보, 가위바위  가위바위보, 가위바위보, 가위바위, i said",Hip-Hop
2567,"yo they think about the fall off bolre hai kr$na ki hype khatam hori hai bro kr$na ki hype toh bas beef se aayi thi (hahaha)  hype bane jabse meri hype bane life me na mile mujhe, mere sage bhai bane mind kare par kabhi na grind kare genocide lage jab mic pe meri thodi vibe bane killer bars aaj, mujhe bhide paanch saat  unke mille yahan laash, ye na mereliye khaas baat mile yahan naag, dil he aaj saaf har kill hai vardaat, mera skill hai shandaar gand fadh, karoon me tandav chal, charoo me chand ab karoon me kaand ab kal  chahiye beef, banoo me sand ab, toddu maidan ab bane kyun janwar sab? lage kyun bandhav garh? har beat pe killer bana marzi se cold mera flow toh shabd bhi mere barfeele chahiye inhe smoke, toh lo banoonga charsee me baatein karke jo provoke kare wo barfi hai inke barre mujhe fikar na hai khaas  i might kill 'em with the venom, when i hit 'em in the heart i'm developing a rhythm, and i get 'em with the bars ye to sentimental rappers inka jigar nai hai hard ooof, i'm on to the next gentleman i'm killing these rappers that want to test murder instrumentals, fir karoo na zyaada flex inhe kabar me sula doo, see i put 'em all to rest  ye to bhai karta rahoonga me day or night move, thoda dey do side bhage mere aage jaise ye off-side  (oooh) hum me fark hi hai yun dekh ke mujhe teri jalti hai, kyun? baat chali - farzi hai tu dil mera cold, pooche sardi hai kyun? aaj kal saare bane mere critic  kare badi baatein but they can never live it agar li hai mene side, then i ride to defend it label dekhe mene bahaut but the grind is independent came back jab inhe lagne laga that i'm finished itne saal ki mehnat, kare judge in a minute mere wajeh se behtar kare ye gande se lyrics inke dhande hai gimmick, ye to bande hai timid  back to back ye fact, meri limit nahi karta hoo track pe attack with ability fact toh ye whack hai, me rap ka epitome act kare mad, but they actually feeling me mujhe aksar, bolte the buss kar rah me dat kar, gaya nahi daftar har avsar pe lagta me officer ye pen militant, har akshar hai lashkar  they thought i'm 'bout to fall off now they got plans they gotta call off came in the game like a 12 gadge pump that's a gun that's sawed off they thought i'm 'bout to fall off now they got plans they gotta call off said my flow kinda hot, but i ain't tryna talk if she don't take it all off",Hip-Hop
2568,"(i heard sam was going solo) god damn, you didn't know so, well i can blast fast so freak an ill type of slow flow. i'm hitting harder than berry boss so check the golden child, throwing it to your ear-hole, got you going buck wild. but truck-tracks, rhymes all day, breaking off niggaz proper, did dirt, did west cause i clown coppers (yeah). do hip-hop, rap, compose 'em most, i couldn't see me, mad advanced and my skills are all about the dollar bills. from pittsburgh to cali dropping bombs like that, was on the d.l. with the squad so i couldn't hold it back. black, i regulate i buzz a big gate figure, mobbing with the ill nigga, with his finger on a bigger trigger. serving all (saps), hitting sevens on the (simps), making do', eating shrimps, locing with some real pimps (yeah). so peep game, best believe i love my peeps that's why i make the type of music you can pump in your jeeps (that's right). so buck my sound, i put it down for the underground, i got the women cause i'm slamming, jamming. got it going on this time for this new producer to rise, so open your eyes, i think you better recognize.  dre: (sam) once again it's the man with the masterplan, they call him sam and i (think you better recognize)  sam: (dre) i remember days on the blocks where i slang slung played punk cops and mad props cause i ran with hard rocks (yeah). from napalms to uzi's i made g's (say what?), them build up enough luther by keys. no gang affiliation, yo i stood on my own to pulling capers i'm a sneaky slick nigga, i never had to pull the trigger (right). i mack, and on top and that i'm used to staying wicked with just 24-7, you can ask my ex-hooker. but now i'm on some new improved shit, making hits, stacking chips, now everything's legitimate. i flipped the scrip a long time ago, on the five-o, when i had to scope with this new way to make my cash flow (uhm). yes indeedy, i wasn't greedy, got my niggaz out the gutter, now they're rolling with the sam sneezy. hip hop fanatic causing static in the industry, these whack creators, i call 'em imitators (ah yeah). been trying to see me, but see i'm unexplainetory, with the fame and glory, that's why i gotta tell my story. with no disguise, a lot of niggaz despise, because i'm on an uprise, so i think you better recognize.  dre: (sam) once again it's the man with the masterplan, they call him sam and i (think you better recognize) (think you better recognize)  sam: (dre) well i'm back in the mix with a bottle of hennessy, so fire up a blunt let's have an end of the sanity. crazy shot outs giving pounds to all my niggaz, hitting all the hookers by the dozen, cause they dig us (trick). fuck what you've heard, recognize what you be seeing, it's time to earn truth to the game human being. i'm that little bass nigga trying to get mine, fuck a nine, cause i'll incline with the mastermind. i got my crew in my corner so i can't loose, cause i'm paying mad douze in this record biz, i don't snooze. and suckers be popping at those idiotic egosytible type of flimflam, i can't be faded sam-am. playing with the hustlers never dealing with the knucklehead bollers, cause boys play with toys and scholars play with dollars. i'm a mack of my own right, plus my game is tight, baby get it right, i ain't the one, so take flight. bitches give my mad rep, nothing but the brazen off tempo, thinking they can get my loot, i never trip to knock the boots. i gotta be wise, when time to dip between the thies, all eyes on the price, so i think you better recognize.  dre: (sam) once again it's the man with the masterplan, they call him sam and i (think you better recognize) once again it's the man with the masterplan, they call him sam and i (think you better recognize)",Hip-Hop
2569,"these palm trees they sway each night and each day i'm california dreamin' 'bout you ah yeah, got this world class view but it's you that i think about every time when my mind zoning it's you that i think about every time that i get lonely it's you that i call on my facetime when i need something real oh yeah i work the night shift 'til late in the pm i'm california dreamin' 'bout you, you, you  california dreamin' 'bout you california dreamin' 'bout you california dreamin' 'bout you ah yeah, not quite right sometimes, 'cause i i've been feeling myself too much feeling myself too much oh i'm missing your touch missing the way you say my name hate that i'm away, you know i'd stay but i got these songs to cut in the stu' with an empty cup i've been sipping this drink too much but goddamn, i've been working hard as fuck and what's work without play in l.a? i'm california dreamin' about you, you, you, you-you, you one time i tell 'em i'm california dreamin', dreamin' dreamin' one time i tell 'em i'm california dreamin', dreamin' dreamin'  california dreamin' 'bout you (hey, hey, hey, hey, hey, hey, hey) california dreamin', dreamin' dreamin'(hey, hey, hey, hey, hey, hey, hey) california dreamin' 'bout you (hey, hey, hey, hey, hey, hey, hey)  california dreamin' 'bout you california dreamin' 'bout you california dreamin' 'bout you california dreamin'.",Hip-Hop
2570,"you can quote king james until you bleed that just sound like other languages to me you can talk this lamp unto your feet talk until you choke that just sound like ancient brittle speech just mass opiates they splashed the holiest anointed h2o and gave us baths til we're soaked in it we're baptize and fully immersed the church was pushy at first but now his testimony's fully rehearsed they say a doubting thomas prowled around among us the substance of the things we hoped for never kept him honest but i just wanna feel some nail scars hearing secondhand is for the foolish so let me see it for myself, god surrender to reason or reason to surrender i know the bullet points you see they easy to remember you were born of a virgin you rose on the third and you're the only one i love that i ain't never seen in person  as above then so below pierce this darkness in my soul don't let me waste away (don't let me waste away) they say as within, then so without thy kingdom come to erase my doubt you got holes inside your hands that i ain't seen help me believe what i can't see believe what i can't see help me believe what i can't see  believe what i can't see  basically i'm facing the complacency of an amazing dream while the latency of time's metronome sets the tone to '83  one year away from the future  shooters  and pondering my decay into squandering life away and the fear that the that you might convey isn't real just the flight's delayed nevertheless it seems better to stress and feel depressed at the terminal check when leaving the nest, um be anxious for nothing but with every request let patience hover like spaceships above you just face it he loves you with a love that's amazing like races of two on cbs success is now in the past, present and future tense tensely hoping and wishing and missing the wisdom that's given to givens from him that's risen as the intellect of the father of legions of many sons and daughters speaking of dream sequences deliver me from dead  as above then so below pierce this darkness in my soul don't let me waste away (don't let me waste away) they say as within, then so without thy kingdom come to erase my doubt you got holes inside your hands that i ain't seen help me believe what i can't see believe what i can't see help me believe what i can't see  believe what i can't see  yeah i am a simple man i choose to believe the best in us have long since counted the cost tossed away any bags of stones and brags of any loans at times i'm borrowing fighting to the death of me to get death out of me looking at the crowd like our soul needs a breather want the turn up or the time then i'm sorry i'm neither i believe god is whispered in windows through the love of our children and loss of kinfolk heavy handed pen stroke quotes for my departed we can be a picture, a glimpse, a mirror this is not it but let's live it to the fullest tossing up mantras to clear our consciousness looking for reflections in messages of our collective interest and modeling life outside bodies just tryna keep my marriage happy sip the van winkle pappy live in the blessing of already but not yet  as above then so below pierce this darkness in my soul don't let me waste away (don't let me waste away) they say as within, then so without thy kingdom come to erase my doubt you got holes inside your hands that i ain't seen help me believe what i can't see believe what i can't see help me believe what i can't see  believe what i can't see",Hip-Hop
2571,"all these girls telling me i was sexy paid no attention, now nobody text me i just wanna have some fun, it's too risky blood runs red when i drink black whiskey  it's clear i'm still here not a weary survivor these kids are cubs, i'm a siberian tiger walk through the jungle. talk like i rumble now that i got the ball again, i'm not gonna fumble you can hear my words clear, i don't mumble juggernaut, i stomp and the concrete crumbles buggin' out at night at about 4: 50. wanna go to sleep but my brain won't let me. it's stressing literally my literature obliterates and everything i spit is hot as shit. it can incinerate. get dramatic, sick and scattered memories are haunting me. i spit sporadic sentences significant in quantities. it's comical. i'm so astronomical this rocket should have blasted off a long time ago i'm just trying to get as big as tech n9ne and hopsin so every night i pray to god ""let that be my option""  all these girls telling me i was sexy paid no attention, now nobody text me i just wanna have some fun, it's too risky blood runs red when i drink black whiskey invite a bitch to the crib that's a no name get some drinks, valium and some cocaine i already gave my word got a second chance you don't get a third  i got this pain in my stomach that is amplified realized that it's loneliness amplified pushed everybody out of my life to start rapping but i forgot to let at least one girl back in now the doors locked closed, it won't open. the joke is i got what i wanted pure focus i don't have the time i am too self-centered and i ain't trying to get fucking caught on ten. wait old flame flickerin' in a new flame blazing hint, half asian and half caucasian. hope it's amazing but watch for the danger trick from the devil or did god sent an angel?  all these girls telling me i was sexy paid no attention, now nobody text me i just wanna have some fun, it's too risky blood runs red when i drink black whiskey invite a bitch to the crib that's a no name get some drinks, xanax and some cocaine but i already gave my word got a second chance you don't get no third  my exterior's a monster",Hip-Hop
